id,sku,name,asin,fnsku,category,product_category,sub_category,units_per_box,moq,lead_time_for_manufacturing_days,lead_time_days (min),lead_time_days (max),cogs,is_active,created_at,Dimension,Weight in KG,CBM
,14OZWBPEACH,S2C Kids Insulated Water Bottle 14oz – Stainless Steel Leak-Proof BPA-Free Double Wall Vacuum Flask with Straw Lid & Handle – Cute Pastel Colors for School Sports & Travel (PEACH),B0FJLTMNYG,X002D1X3PB,C,Water Bottles,Kids Bottle - Zaafi 14,25,200,15,57,67,13.33,TRUE,,48*48*27,9.40,0.06
,40OZBUBBLEGUM,S2C 1200ML Insulated Water Bottle with 3 Lids Double Wall Leak Proof Stainless Steel Bottle With Straw For Gym Water Bottle Thermos Flask for Hot Water (BUBBLE GUM),B0C6FRRGCV,X001SDUDZD,B,Water Bottles,40oz,25,100,15,57,67,16.15,TRUE,,53*53*40,18.00,0.11
,KS-N831-CJVJ,S2C Motivational Large Water Bottle 1L Tritan Plastic Water Bottle With Time Markers Leak Proof Water Bottle For Kids School Water Bottles (GREY),B09C4PCW35,X001F1Z0KV,A,Water Bottles,Sports Water Bottle,60,120,12,54,64,4.62,TRUE,,62*42*52,14.40,0.14
,VY-9BCZ-9J69,S2C Motivational Large Water Bottle 1L Tritan Plastic Water Bottle With Time Markers Leak Proof Water Bottle For Kids School Water Bottles (PINK&BLUE),B09C4Q1PK6,X001F20NT3,A,Water Bottles,Sports Water Bottle,60,120,12,54,64,4.62,TRUE,,62*42*52,14.40,0.14
,BLUEPINK1L,S2C Motivational Large Water Bottle 1L Tritan Plastic Water Bottle With Time Markers Leak Proof Water Bottle For Kids School Water Bottles Plastic Water Bottle Gym Bottle (BLUE-PINK),B0BX6VG14T,X001QE506L,A,Water Bottles,Sports Water Bottle,60,120,12,54,64,4.62,TRUE,,62*42*52,14.40,0.14
,7Q-KYD0-LK9W,S2C Motivational Large Water Bottle 1L Tritan Plastic Water Bottle With Time Markers Leak Proof Water Bottle For Kids School Water Bottles (PINK),B09XY3YY9G,X001JX2IZF,A,Water Bottles,Sports Water Bottle,60,120,12,54,64,4.62,TRUE,,62*42*52,14.40,0.14
,BLUEORANGE1L,S2C Motivational Large Water Bottle 1L Tritan Plastic Water Bottle With Time Markers Leak Proof Water Bottle For Kids School Water Bottles Plastic Water Bottle Gym Bottle (BLUE-ORANGE),B0BX6WB5K6,X001QE57UZ,A,Water Bottles,Sports Water Bottle,60,120,12,54,64,4.62,TRUE,,62*42*52,14.40,0.14
,Y5-Z9FX-A7ZF,S2C Motivational Large Water Bottle 1L Tritan Plastic Water Bottle With Time Markers Leak Proof Water Bottle For Kids School Water Bottles (PURPLE&PINK),B09C4QBVL9,X001F2073P,A,Water Bottles,Sports Water Bottle,60,120,12,54,64,4.62,FALSE,,62*42*52,14.40,0.14
,18OZSWBBLUE,S2C 550ml Stainless Steel Water Bottle for Kids With Straw & Handle|Leakproof For School Boys Girls|Easy to Carry|BPA Free (BLUE),B0CYMQ56GH,X001ZNA01X,B,Water Bottles,Kids Bottle - Zaafi,25,200,15,57,67,14.1,TRUE,,48*48*26,10.90,0.06
,SINKORGNZR2PCK,S2C Non-Slip Under Sink Organizer Multi-Purpose Organizer With Hooks & Cup for Kitchen Bathroom Countertop and Cabinet - Sturdy and Durable with Sliding Drawers Easy Assembly (2 Pack),B0D5VGN1JL,X0021KMDFZ,C,Home and Kitchen,Under Sink Organizer,12,120,7,49,59,12.31,TRUE,,74*72*44,26.33,0.23
,175PCSPINKGOLD,S2C 175 Pcs Serves 25 Heavy Duty Pink Gold Disposable Party Supplies With Paper Party Plates Napkins Cups Spoons Forks For Wedding Birthday Anniversary Graduation Dinnerware Set (PINK GOLD),B0C49XSL8R,X001RWHGUF,A,Home and Kitchen,Party Supplies,12,120,7,49,59,14.87,TRUE,,58*33*48,15.08,0.09
,24ACRYLICCOMBO,S2C Acrylic Paint & Professional Brush Combo Set - 24x12ml Non-Toxic Vibrant Acrylic Colors + Nylon Hair Brushes for Canvas Wood Rock & Face Painting – Ideal for Beginners & Professionals,B0DL5P6243,X0025VRWXD,C,Art Supplies,24 Color Combo,40,120,7,49,59,11.54,TRUE,,45*51*30,16.00,0.07
,30OZTMOCHA,S2C Zenith TrekMate 30oz Stainless Steel Tumbler with Handle & Flip Straw | Leakproof Double-Wall Insulated | Fits Cup Holder | Keeps Coffee & Water Hot or Cold for Hours | Durable Travel Mug (Mocha),B0DSFY76L6,X0027OY19L,C,Tumblrs,30oz,25,100,15,57,67,10.77,TRUE,,56*55*28,12.67,0.09
,30OZTGREEN,S2C Zenith TrekMate 30oz Stainless Steel Tumbler with Handle & Flip Straw | Leakproof Double-Wall Insulated | Fits Cup Holder | Keeps Coffee & Water Hot or Cold for Hours | Durable Travel Mug (Green),B0DSFYFTYD,X0027OQGGR,C,Tumblrs,30oz,25,100,15,57,67,10.77,TRUE,,56*55*28,12.67,0.09
,V8-0T2I-663N,S2C Stretched White Blank Canvas – Artist Canvas Board – Wooden Painting Panel Boards for Acrylic Oil & Watercolor – DIY Drawing & Painting (Pack of 6),B0F1XVVC22,X0029HHQFR,C,Art Supplies,Canvas Board,25,100,7,49,59,11.04,TRUE,,61*48*43,23.50,0.13
,UG-YOYG-1N4G,S2C Professional Artist Paint Brushes set with Case Nylon Hair Painting Brush Great for Acrylic Face Nail Art Body Art Miniature Detailing & Rock Painting Great For Kids and Adults (12 WITH CASE),B082K5XKK2,X001EFKND7,B,Art Supplies,Paint Brush,200,200,7,49,59,4.43,FALSE,,52*25*60,15.50,0.08
,40OZTBLUE,S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Mug – Leakproof BPA-Free Keeps Drinks Hot & Cold – Ideal for Office Gym Travel – Fits Car Cup Holder–(Blue),B0DSG3Z8J7,X0027P3VL9,B,Tumblrs,40ozT,20,100,15,57,67,11.28,TRUE,,62*58*32,14.20,0.12
,40OZTALPINE,S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Mug – Leakproof BPA-Free Keeps Drinks Hot & Cold – Ideal for Office Gym Travel – Fits Car Cup Holder–(Alpine),B0DSG4MD58,X0027P1I19,B,Tumblrs,40ozT,20,100,15,57,67,11.28,TRUE,,62*58*32,14.20,0.12
,40OZTPINK,S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Mug – Leakproof BPA-Free Keeps Drinks Hot & Cold – Ideal for Office Gym Travel – Fits Car Cup Holder–(Pink),B0DSF5XD3H,X0027OMFFD,B,Tumblrs,40ozT,20,100,15,57,67,11.28,TRUE,,62*58*32,14.20,0.12
,SE-YYC0-6GAQ,S2C Acrylic Paint set 24x12ml Tubes Artist Quality oil Acrylic paints water color Non Toxic vibrant colors Oil paint suitable for beginners & professionals painting on Canvas wood clay (Color-24),B08V9BC4QN,X001B61TN7,A,Art Supplies,24 colors,48,96,7,49,59,7.18,TRUE,,60*52*25,15.00,0.08
,36ACRYLICCOLORS,S2C Acrylic Paint set 36x12ml Tubes Artist Quality oil Acrylic paints water color Non Toxic vibrant colors Oil paint suitable for beginners & professionals painting on Canvas wood clay (36 COLORS),B0C8HWKTFX,X001SX8GST,A,Art Supplies,36 Colors,24,96,7,49,59,11.11,TRUE,,46*38*27,15.40,0.05
,GR-8W3U-HO7M,S2C Professional Artist Paint Brushes set with Nylon Hair Painting Brush Great for Acrylic Face Nail Art Body Art Miniature Detailing & Rock Painting Great For Kids and Adults,B00YFU7NAQ,X001ED2NIR,A,Art Supplies,Paint Brush,200,200,7,49,59,4.43,TRUE,,52*25*60,15.50,0.08
,40OZTMOCHA,S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Mug – Leakproof BPA-Free Keeps Drinks Hot & Cold – Ideal for Office Gym Travel – Fits Car Cup Holder–(Mocha),B0DSF8B5NH,X0027P5E5P,B,Tumblrs,40ozT,20,100,15,57,67,11.28,TRUE,,62*58*32,14.20,0.12
,32OZDARKNIGHT,S2C Stainless Steel Water Bottle 1L 32oz Double Wall Vacuum Insulated Water Bottle BPA Free for Kids School with Spout Lid - Thermos Water Flask for Hot Water (DARK NIGHT),B0F99R2PR9,X002B7Z9EZ,B,Water Bottles,32oz Spout,25,100,15,57,67,11.79,TRUE,,55*55*29,13.08,0.09
,40OZTGREEN,S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Mug – Leakproof BPA-Free Keeps Drinks Hot & Cold – Ideal for Office Gym Travel – Fits Car Cup Holder–(Green),B0DSF61J51,X0027OWVWF,B,Tumblrs,40ozT,20,100,15,57,67,11.28,TRUE,,62*58*32,14.20,0.12
,40OZGREEN,S2C 1200ML Insulated Water Bottle with 3 Lids Double Wall Leak Proof Stainless Steel Water Bottle With Straw Water Bottle For Gym Water Bottle Thermos Flask (GREEN),B0FQJSLG1M,X002EGEHSH,B,Water Bottles,40oz,25,100,15,57,67,16.15,TRUE,,53*53*40,18.00,0.11
,BLACKSILICONEBOWL,S2C Stainless Steel Pet Bowl Non Slip Cat Bowl Elevated Dog bowl Cat Food Bowl Cat Bowl Food and Water Cats Accessories Pet Bowl Cat Plate Dog Food Bowl Dog accessories (SMALL SIZE) Black,B0BWNGL5XX,X001Q9K6GZ,C,Pet Supplies,Pet Bowls,30,150,7,49,59,10.1,TRUE,,50*41*41,15.00,0.08
,BLKSLCNBOWLLARGE,S2C Stainless Steel Pet Bowl Non-Slip Cat Bowl Elevated Dog Bowl Cat Food and Water Bowl Pet Accessories Cat Plate (Medium Size),B0C58DZQWF,X001S44VD7,C,Pet Supplies,Pet Bowls,15,105,7,49,59,10.2,TRUE,,50*41*41,15.00,0.08
,5PCPINKNEW,S2C 11 Pcs Silicone Baby Feeding Set Led Weaning Set Feeding Supplies for Toddlers Suction Silicone Baby Plate with Divider Feeder Bib Spoon (PINK),B0C71HB4WH,X001SK8WGD,C,Baby and Toddlers,Baby Feeding Set,20,100,12,54,64,19,FALSE,,55*45*45,6.53,0.11
,KF-M530-I02Y,S2C Puppy Toys Gift Set for Small Dogs 7 Pack Small Dog Toys Cat Toys Cute Squeaky Dog Toys Durable Puppy Teething Toys Puppy Chew Toys Non-Toxic and Safe for Dogs and Cats (7 PCS DOG STYLE),B09NJP J6NP,X001HIRSOD,C,Pet Supplies,Dog toys,36,108,7,49,59,9.96,TRUE,,45*45*55,11.50,0.11
,DENTALFLOSSER,S2C Cordless Water Flosser – Rechargeable Oral Irrigator for Teeth Cleaning – IPX7 Waterproof Deep Cleaning for Braces & Dental Work 3 Pressure Modes,B0DRL2YZ2P,X0027COUG7,B,Health,Dental Flosser,32,128,7,49,59,27.47,TRUE,,47*47*27,12.67,0.06
,JU-XL02-EHTG,S2C Cordless Water Flosser – Rechargeable Oral Irrigator for Teeth Cleaning – IPX7 Waterproof Deep Cleaning for Braces & Dental Work 3 Pressure Modes,B0DRJ977XW,X0027CCKXH,A,Health,Dental Flosser,32,128,7,49,59,27.47,TRUE,,47*47*27,12.67,0.06
,LITTERMATMEDIUM,S2C Premium Cat Litter Mat Cat Litter Matte Scatter Control Cat Mat Waterproof Double Layer Honeycomb Design Easy To Clean Cat Accessories for indoor cats (45 * 60),B0CJDZ8BG2,X001VEQS49,A,Pet Supplies,Cat Litter Mat,32,128,7,49,59,6.89,TRUE,,52*47*62,12.50,0.15
,IW-OT00-2JCP,S2C Dish Drying Stand & Drainer - Large Countertop Antibacterial Dish Rack (Black),B09TR8TMHR,X001J1SPYZ,A,Home and Kitchen,Dish Rack,5,100,7,49,59,9.14,TRUE,,61*46*36,6.83,0.10
,CATSCRATCHPAD60x40,S2C Cat Scratching Mat 60x40CM Natural Sisal Cat Scratch Mats Horizontal Non Slip Cat Scratch Pad & Cat Rug for Floor Cat Mat Protect Carpets and Sofas Cat Mat With Sticky Velcro Tapes,B0CYQBHR9G,X001ZODSXT,A,Pet Supplies,Cat Mat,25,100,7,49,59,8.08,TRUE,,43*38*42,11.00,0.07
,LITTERMATLARGE,S2C Premium Cat Litter Mat Cat Litter Matte Scatter Control Cat Mat Waterproof Double Layer Honeycomb Design Easy To Clean Cat Accessories for indoor cats (55 * 75),B0CJDWPYNR,X001VEQT07,A,Pet Supplies,Cat Litter Mat,32,128,7,49,59,9.36,TRUE,,52*47*62,12.50,0.15
,S2C28PC,S2C 28 Pcs Cat Toys Interactive Accessories - Cat Accessories For Indoor Cats Kitten Toys Cat Tunnel And Tent Kitten Toys For Biting Cat Toys For Kittens Cat Toy Fish For Cat Lovers,B0B53MVZPL,X001L9V8FD,A,Pet Supplies,Pet Toys,35,105,7,49,59,9.94,TRUE,,62*47*42,12.40,0.12
,VX-31ID-3LZ2,S2C Dish Rack Dish Drying Stand Dish Drainer Plate Rack Dish rake Kitchen Organizer Dish Drying Rack Countertop Large Antibacterial Kitchen Utensils racks Stand (Single Tier),B08WNQRQB7,X001BJ2W0N,A,Home and Kitchen,Dish Rack,5,100,7,49,59,9.25,TRUE,,61*46*36,6.83,0.10
,18OZSWBGREEN,S2C 550ml LeakProof Stainless Steel Water Bottle for Kids With Straw & Handle Toddler | Kids Water Bottle For School Boys Girls|Easy to Carry|BPA Free,B0CYLWTTRG,X001ZMX01L,B,Water Bottles,Kids Bottle - Zaafi,25,200,15,57,67,14.1,TRUE,,48*48*26,10.90,0.06
,WALLSHWRCADDY,S2C Wall Mounted Bathroom Shelf Heavy Duty Strong Adhesive Rustproof Shower Caddy Stainless Steel Bathroom Organizer Bathroom Accessories Corner Shelf Kitchen Organizer Wall Shelf,B0CZKTSWGD,X001ZWKQYP,A,Home and Kitchen,Shower Caddy,12,120,7,49,59,10,TRUE,,45*35*46,8.30,0.07
,SINKORGNZRPCK1,S2C Non-Slip Under Sink Organizer Multi-Purpose Organizer With Hooks & Cup for Kitchen Bathroom Countertop and Cabinet - Sturdy and Durable with Sliding Drawers Easy Assembly,B0D5V925F7,X0021KFJND,A,Home and Kitchen,Under Sink Organizer,24,120,7,49,59,6.15,TRUE,,66*66*42,23.75,0.18
,STUNTCARYELLOW,S2C Remote Control Car RC Cars Stunt Car Toy 4WD 2.4Ghz Double Sided 360° Rotating RC Car with Headlights Kids Xmas Toy Cars for Boys/Girls (Yellow),B0CJDWZQ5T,X001VERZXR,C,Baby and Toddlers,RC Cars,24,120,7,49,59,14.13,FALSE,,53*52*36,12.50,0.10
,RCONTROLCARBLUE,S2C Remote Control Car RC Cars Stunt Car Toy 4WD 2.4Ghz Double Sided 360° Rotating RC Car with Headlights Kids Xmas Toy Cars for Boys/Girls (Blue),B0CCDJ96FK,X001TM373X,C,Baby and Toddlers,RC Cars,24,120,7,49,59,14.1,TRUE,,53*52*36,12.50,0.10
,RCCARYELLOW,S2C Remote Control Car RC Cars Stunt Car Toy 4WD 2.4Ghz Double Sided 360° Rotating RC Car with Headlights Kids Xmas Toy Cars for Boys/Girls (MUSTARD YELLOW),B0CNLLFLQ2,X001WQPT69,C,Baby and Toddlers,RC Cars,24,120,7,49,59,14.1,TRUE,,53*52*36,12.50,0.10
,RCONTROLCARRED,S2C Remote Control Car RC Cars Stunt Car Toy 4WD 2.4Ghz Double Sided 360° Rotating RC Car with Headlights Kids Xmas Toy Cars for Boys/Girls (Red),B0CCD1FMSQ,X001TLTV25,C,Baby and Toddlers,RC Cars,24,120,7,49,59,14.13,TRUE,,53*52*36,12.50,0.10
,50PCSSHOECHARMS,S2C Colorful Shoe Charms for Crocs 50 100 PCS Random Shoe Charms for Unique Shoe Décor Cute Shoe Charms Wristband Bracelet Decoration for Girls Boys and Adult (50Pcs Random Shoe Charms),B0CFK456HW,X001U92IFX,B,Baby and Toddlers,Shoe Charms,100,100,7,49,59,3.94,TRUE,,48*44*30,21.00,0.06
,STUNTCARGREEN,S2C Remote Control Car RC Cars Stunt Car Toy 4WD 2.4Ghz Double Sided 360° Rotating RC Car with Headlights Kids Xmas Toy Cars for Boys/Girls (Green),B0CJF3YCZ7,X001VEOF3Z,A,Baby and Toddlers,RC Cars,24,120,7,49,59,14.62,TRUE,,53*52*36,12.50,0.10
,18OZWBSEAGREEN,S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel Double Wall Insulated BPA-Free Leak-Proof Bottle for School & Toddlers (AQUA),B0CMCLKHRL,X001WDUMSH,A,Water Bottles,Kids Bottle - Printed,25,100,15,57,67,14.36,FALSE,,45*45*26,11.30,0.05
,KIDSWBPINK,S2C Water Bottle for Kids With Straw & Handle - 16 oz BPA Free Kids Water Bottles Spill Proof Cups for kids Easy-Clean Water Bottle With Straw Kids Water Bottle For School toddler water bottle,B0CGZVRNYBK,X001UTKAGR,A,Water Bottles,Kids Bottle - 16OZ,50,100,6,48,58,6.15,TRUE,,51*41*41,10.89,0.09
,WB002-E,S2C 1litre Water Bottle for Kids School Motivational Water Bottle 1l Water Bottles With Straw Leak Proof Water Bottle With Time Marker For Sport School Gym Office (MISTY ROSE),B09VH7K46P,X001JANRNF,A,Water Bottles,Sports Water Bottle,60,120,12,54,64,6.54,TRUE,,61*60*52,16.40,0.19
,KIDSPINKFLAMINGO,S2C Kids Water Bottle with Straw & Handle - 16 oz BPA Free Kids Water Bottles Spill Proof Cups for kids Easy-Clean Water Bottle With Straw Kids Water Bottle For School toddler water bottle,B0CHY5NZ2C,X001V8BATN,A,Water Bottles,Kids Bottle - 16OZ,50,100,6,48,58,7.18,TRUE,,51*41*41,10.89,0.09
,100PCSSHOECHARMS,S2C Colorful Shoe Charms for Crocs 50 100 PCS Random Shoe Charms for Unique Shoe Décor Cute Shoe Charms Wristband Bracelet Decoration for Girls Boys and Adult (100Pcs Random Shoe Charms),B0CFK68FZZ,X001U92IYT,A,Baby and Toddlers,Shoe Charms,100,100,7,49,59,7.85,TRUE,,48*44*30,21.00,0.06
,18OZPINKDOLPHIN,S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel Double Wall Insulated BPA-Free Leak-Proof Bottle for School & Toddlers (PINK DOLPHIN),B0FT3QNH2Q,X002F0RYGJ,A,Water Bottles,Kids Bottle - Printed,25,100,15,57,67,14.36,TRUE,,52*53*39,11.30,0.11
,2W-EDFH-4MBZ,S2C Motivational Large Water Bottle 1L Tritan Plastic Water Bottle With Time Markers Leak Proof Water Bottle For Kids School Water Bottles (GREEN&PINK),B09C4PWZZ4,X001F205M3,A,Water Bottles,Sports Water Bottle,60,120,12,54,64,4.62,TRUE,,62*42*52,14.40,0.14
,WB002-A,S2C Motivational Water Bottle 1l Water Bottle for Kids School Water Bottles With Straw Leak Proof Water Bottle With Time Marker For Sport School Gym Office (GRADIENT GREY),B09VH7YC5F,X001JARPA1,A,Water Bottles,Sports Water Bottle,60,120,12,54,64,6.54,TRUE,,61*60*52,16.40,0.19
,BC-1XS1-4Q6N,S2C Motivational Large Water Bottle 1L Tritan Plastic Water Bottle With Time Markers Leak Proof Water Bottle For Kids School Water Bottles (BLUE),B09Z6X4T1L,X001K77AKX,A,Water Bottles,Sports Water Bottle,60,120,12,54,64,4.62,TRUE,,62*42*52,14.40,0.14
,WB002-D,S2C Motivational Water Bottle 1l Water Bottle for Kids School Water Bottles With Straw Leak Proof Water Bottle With Time Marker For Sport School Gym Office (GRADIENT BLUE),B09VH7BK1V,X001JANRHV,A,Water Bottles,Sports Water Bottle,60,120,12,54,64,6.54,TRUE,,61*60*52,16.40,0.19
